company_name,cage,email,phone,contact_name,linkID
DYNATRONICS CORP,08JY3,,,,110368
AVNET MICROWAVE TECHNICAL SOLUTIONS,08MQ0,,,,102426
RANGE SYSTEMS INC DBA RANGE SYSTEMS,08QN6,,,,110658
"CCF ENTERPRISES, INC.",08QQ4,,,,103095
KITCO FIBER OPTICS INC DIV KITCO FIBER OPTICS,08RC6,,,,108302
"AMERICOM GOVERNMENT SERVICES, INC. DBA SES AMERICOM",08RH0,,,,106250
TITAN TIRE CORPORATION,08SN2,,,,008041
NEC AMERICA INC,08SX7,,,,003197
SPIRIT OF AMERICA CORPORATION,08UQ0,,,,104920
SIEMENS ENERGY AND AUTOMATION INC AUTOMATION PRODUCTS DIV,08VG8,,,,002959
"PIEDMONT PUMP AND PRODUCTS, INC. DIV PIEDMONT PUMP AND PRODUCT, INC.",08VL5,,,,113733
SLIDELL MARINE INC,08YS9,,,,112849
TRANSISTOR DEVICES INC DIV ASTRODYNE TDI HIGH POWER BUSINESS UNIT,09004,,,,003429
EDO,09017,,,,004198
"TATE ANDALE, LLC",09032,,,,002957
SONFARREL INC.,09036,,,,007261
SAFT AMERICA INC. DIV TRANSPORTATION DIVISION,09052,,,,002033
"BAL SEAL ENGINEERING, INC.",09055,,,,003334
"BROWN & SHARPE, INC. DIV PRECISION MEASURING INSTRUMENTS, TESA USA",09058,,,,000824
"NATEL ENGINEERING COMPANY, LLC DIV NATEL CHATSWORTH DIVISION",09059,,,,008253
QRP INC,09094,,,,004199
AIN PLASTICS INC,090R7,,,,006485
M.M. NEWMAN CORP,09106,,,,006657
FAME TOOL & MFG CO INC,09113,,,,104634
WESTERN FIBRE PRODUCTS DBA WESTERN FIBRE PRODUCTS INC,09154,,,,105119
PARKER-HANNIFIN CORPORATION DIV PNEUMATIC DIVISION,09176,,,,102279
KESTER SOLDER CO DIV OF LITTON SYSTEMS INC,09185,,,,005896
LOCKHEED MARTIN CORP ELECTRONICS AND MISSILES DIV,09205,,,,008051
HENTZEN COATINGS INC,09225,,,,112943
"TRELLEBORG SEALING SOLUTIONS US, INC.",09257,,,,100861
CALIFONE INTERNATIONAL INC,09277,,,,107215
KEARFOTT CORP SOMA FORWARDING DIV,09301,,,,006211
"INVENSYS SYSTEMS, INC. DBA SCHNEIDER ELECTRIC",09306,,,,102673
SYLTONE INDUSTRIES LLC DBA GARDNER DENVER INC. DIV EMCO WHEATON,09310,,,,002553
"AEROFAST, INC.",09332,,,,006284
"ROCKWELL COLLINS, INC. DBA RC DISPLAYS SYSTEMS",09344,,,,008328
MAGNETIC CIRCUIT ELEMENTS INC DBA MAGNETIC CIRCUIT ELEMENTS INC,09349,,,,101202
C AND K COMPONENTS INC,09353,,,,002689
MINCO PRODUCTS INC,09359,,,,003864
TURBOCRAFT INC DIV OF COSMODYNE CORP,09363,,,,007300
DEUTZ-ALLIS CORP ENGINE DIV,09367,,,,007300
"CEC VIBRATION PRODUCTS, LLC DBA CEC VIBRATIONS PRODUCTS",09384,,,,005920
"ROCHESTER SENSORS, LLC",09393,,,,103519
SMITH FILTER CORPORATION,09401,,,,104239
BUEHLER LTD.,09410,,,,007956
RBC TRANSPORT DYNAMICS CORP DIV RBC TRANSPORT DYNAMICS,09455,,,,006997
TECHNETICS GROUP CHICAGO LLC,09456,,,,007189
PHOTONIX TECHNOLOGIES INC,094M9,,,,007296
AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED DIV AMPHENOL INTERCONNECT INDIA PVT LTD,0950Y,,,,003586
NEW PHILADELPHIA FAN CO BUFFALO FORGE MARINE FANS,09519,,,,100078
"SEMCO INSTRUMENTS INC DIV ATLAS-AERO CORP., DIVISION OF SEMCO INSTRUMENTS, INC.",09526,,,,101702
"FARIA BEEDE INSTRUMENTS, INC. DBA FARIA BEEDE INSTRUMENTS INC",09527,,,,111642
HERSEY MEASUREMENT CO DIV OF MILLER INDUSTRIES INC,09550,,,,003621
DURACELL INC,09569,,,,003197
WARREN ALLOY VALVE AND FITTING CO INC,095Y7,,,,108430
BOMAG USA SUB OF UNITED DOMINION INDUSTRIES LTD,09605,,,,003009
ELECTRI-FLEX CO,09641,,,,002193
AQUA-CHEM INC.,09647,,,,102317
ARCAIR CO,09687,,,,000109
SEATS INC DIV SEATS INCORPORATED,09704,,,,002080
E. D. BULLARD COMPANY DBA ED BULLARD CO,09729,,,,111368
"WEST COAST LOCKWASHER CO., INC. DBA WEST COAST LOCKWASHER CO INC DIV WEST COAST LOCKWASHER",09772,,,,100225
"BURCH COMPANY INC, THE",09780,,,,103827
EATON AEROSPACE LLC DBA STERER ENGINEERING DIV VALVE & ACTUATOR,09790,,,,004165
"LOW TEMP INDUSTRIES, INC.",09791,,,,006002
TIM PRICE INC. DBA TIM PRICE INC,097B0,,,,107763
PARKER-HANNIFIN CORP DIV MOBILE SYSTEMS DIVISION,097R6,,,,001230
"SHERWIN-WILLIAMS DIVESIFIED BRANDS, INC.",09800,,,,004015
LIP S A DEPARTEMENT INDUSTRIE,09810,,,,100401
GENERAL ELECTRIC CANADA INCGE MOTORS AND INDUSTRIAL SYSTEMS/GEMIS/,09815,,,,003459
COVAULT NANCY G,09826,,,,101702
AIRCRAFT INSTRUMENTS CO,09959,,,,006225
"VISHAY DALE ELECTRONICS, INC.",09969,,,,105237
PARKER-HANNIFIN CORPORATION DIV HYDRAULIC VALVE DIVISION,09990,,,,001230
"DATATRAN LABS, INC.",099D7,,,,106617
ADTECH PLASTIC SYSTEMS CORP. INC.,09AU0,,,,110319
CYTEC FIBERITE INC,09BV7,,,,107932
SHURFLO PUMP MFG CO,09BX1,,,,006288
HDT EXPEDITIONARY SYSTEMS INC,09CS7,,,,106787
"JACKSON MSC, LLC DBA JACKSON DISHMACHINES",09DG9,,,,102201
GARCIA TIERRY F,09DY7,,,,008190
SAYRE ENTERPRISES INC,09EJ1,,,,106148
"DEANGELO MARINE EXHAUST, INC. DBA DEANGELO MARINE EXHAUST INC",09GG9,,,,108481
KTA-TATOR INC,09HA2,,,,109581
WHEDON PRODUCTS INC,09HB4,,,,102738
"COSENSE, INC.",09HK6,,,,100078
U. S. DEDICATION INC.,09HS3,,,,104152
EATON CORP CUTLER-HAMMER PRODUCTS,09JD6,,,,003324
GE AVIATION SYSTEMS LLC DBA GE AVIATION,09LX4,,,,006007
RITTAL NORTH AMERICA LLC,09PJ2,,,,104808
"MANN+HUMMEL WATER & FLUID SOLUTIONS, INC.",09RC4,,,,105109
ALPINE COMPONENTS LLC,09SM8,,,,105754
HARWIL CORP,09TK8,,,,106034
BRASHEAR LP,09TS1,,,,104453
SOUTHWEST THERMAL TECHNOLOGY INCORPORATED,09UZ1,,,,109396
JOHNSON CONTROLS INC TRAINING INSTITUTE M/S45,09VZ7,,,,008129
"PARASENSE, INC",09WX1,,,,108745
MILLENNIUM MANUFACTURING CORP,09YN3,,,,111650
"ADVANTUS, CORP.",09ZF6,,,,103083
CERBERUS PYROTRONICS INC,0A0E0,,,,007948
YOUNG AND CUNNINGHAM AMERICA INC A JOINT VENTURE,0A0N9,,,,100612
WESTERN ENTERPRISES,0A1K0,,,,001285
R G DUNN & ASSOCIATES INC,0A272,,,,102305
CURTIS INDUSTRIES INC,0A2D4,,,,003197
LINEAR MOTION LLC,0A335,,,,103967
CONTROLS CORP OF AMERICA,0A389,,,,000109
NICKS HYDRAULIC SERVICES INC,0A3F0,,,,100333
BLD PRODUCTS LTD,0A463,,,,100431
KENNAMETAL INC WEAR SYSTEMS DIV,0A5L6,,,,002846
AMERICAN WIRE TIE INC,0A6C5,,,,111653
KILO-TEC,0A6F9,,,,003197
INDUSTRIAL RESEARCH AND DEVELOPMENT INC,0A6J3,,,,101952
NORMAN LAMPS INC,0A6Z1,,,,103642
"BRAY INTERNATIONAL, INC. DBA ULTRAFLO",0A7U4,,,,103643
ATCO PRODUCTS INC,0A822,,,,107378
MICHELIN TIRE CORP GOVERNMENT SALES DEPT,0A8K5,,,,100222
SGM CO INC,0A9V8,,,,112485
INFITEC INC,0A9W1,,,,003197
"HUMPHREYS INDUSTRIAL PRODUCTS, INC DBA THE RUBBER GROUP",0AA66,,,,002329
HOSHIZAKI AMERICA INC,0AAU8,,,,110742
OSRAM SYLVANIA INC,0AAW3,,,,002193
THEPITT MFG CO,0AB34,,,,005974
"KURIYAMA OF AMERICA, INC.",0ABC1,,,,000116
GALCO INDUSTRIAL ELECTRONICS INC DIV GALCO INDUSTRIAL ELECTRONICS,0ABG8,,,,107725
"S.B.S. PRECISION SHEET METAL, INC",0ABU3,,,,102972
"TRANSCAT, INC.",0ACA5,,,,108060
SMR ACQUISITION LLC,0ACH0,,,,101941
PARKER-HANNIFIN CORP DIV HYDRAULIC PUMP/MOTOR DIVISION,0ACY8,,,,001230
QUALTEK ELECTRONICS CORP FAN-S DIV,0ACZ1,,,,008180
TEMPRITE COMPANY,0AD96,,,,104068
"GS GLOBAL RESOURCES, INC",0ADW4,,,,108678
TECHNISERVICES INC,0AF06,,,,101748
"BUCK GLOBAL LLC DBA BUCK GLOBAL, LLC",0AF13,,,,103058
"NATIONAL ELECTRICAL CARBON PRODUCTS, INC. DBA MORGANITE DIV ELECTRICAL",0AHP6,,,,008438
KALMAR AC INC,0AHU0,,,,106326
"REMOTEC, INC.",0AJL2,,,,107945
CONNECTA CORP,0AJU0,,,,007050
SCHAEFFLER GROUP USA INC,0AJV0,,,,002497
YANMAR DIESEL AMERICA CORP,0AK42,,,,002699
ASIA SMITH MOTOR CO INC,0AK49,,,,106149
"HIGHLAND ENGINEERING, INC.",0AK83,,,,100668
DAYCO PRODUCTS INC,0AKY3,,,,103250
CRANE ELECTRONICS INC,0AKZ5,,,,003197
"SOUND SEAL, INC. DBA SOUND SEAL, INC",0ALA1,,,,105360
PARKER HANNIFIN CORP DIV SPORLAN DIVISION,0ALB6,,,,002771
PETCO INC,0ALK8,,,,109270
MDC PRECISION LLC DBA MDC PRECISION LLC,0ALZ2,,,,103691
A B WIBE,0AM23,,,,101683
GALI CORPORATION DBA DYNAMATION RESEARCH,0AMA0,,,,101749
"CLAMSHELL STRUCTURES, INC",0AMA6,,,,103638
GORE W L AND ASSOCIATES INC INDUSTRIAL SEALANT GROUP,0AMD8,,,,006521
COFFIN TURBO PUMP INC,0APJ5,,,,103131
"COFFIN WORLD WATER SYSTEMS, LLC DBA COFFIN WORLD WATER SYSTEMS, LLC",0AR12,,,,101110
EIDOS CORPORATION,0ARA2,,,,105413
DACO CORP DBA DACO CORP,0ARJ2,,,,109106
RAYOVAC CORP,0ASA1,,,,003197
DELTA INDUSTRIES INTERNATIONAL,0ASG2,,,,108246
"INDUSTRIAL HEAT TRANSFER, INC. DBA INDUSTRIAL HEAT TRANSFER INC",0ASU6,,,,113558
"DERBYSHIRE MARINE PRODUCTS, LLC DBA DERBYSHIRE MARINE PRODUCTS LLC",0ASY6,,,,100603
BRIERTON ENGINEERING INC.,0AT39,,,,104893
"SIEMENS ENERGY, INC. DBA DRESSER-RAND",0AT62,,,,101458
L & L BOILER MAINTENANCE INC,0ATF2,,,,104241
"MICROCARE, LLC DBA MICRO CARE CORP",0ATV9,,,,102806
BERKELEY MAGNETICS,0AU10,,,,101334
VICTOREEN INC,0AUB7,,,,003197
ALPS INC,0AUY1,,,,003197
R.J. SAFETY SUPPLY COMPANY INC DBA RJ SAFETY SUPPLY,0AWF7,,,,109358
HILL ROSS CONTROLS CORP,0AX25,,,,101007
"WEEMS INDUSTRIES, INC. DBA WEEMS INDUSTRIES INC",0AYB6,,,,110241
"HIGH QUALITY MACHINE SHOP, INC.",0B011,,,,008757
VAL ROLLERS INCORPORATED,0B039,,,,104617
DALLAS SEMICONDUCTOR CORPORATION DBA MAXIM DALLAS DIRECT,0B0A9,,,,100639
MAHLE AFTERMARKET INC. DBA AE CLEVITE INC,0B0B1,,,,105720
HOLMATRO INCORPORATED,0B0C0,,,,109428
"ARAMCO, INC. DIV ARAMCO OUTSIDE BLINDS",0B0K1,,,,003775
MATHEWS ASSOCIATES INC. DBA BATTERY ASSEMBLERS USE CAGE CODE 4U927 FOR CATALOGING,0B0Y5,,,,006530
MERITOR SPECIALTY PRODUCTS LLC,0B103,,,,106161
LORAL/ROLM MIL-SPEC CORP LORAL RUGGED COMPUTER SYSTEMS,0B142,,,,007124
"EMERSON NETWORK POWER-EMBEDDED COMPUTING, INC. DIV EMERSON NETWORK POWER, EMBEDDED COMPUTING",0B1A3,,,,102778
NATIONAL SERVICE INDUSTRIES INC,0B229,,,,107787
MINE SAFETY APPLIANCES CO MARKET DEVELOPMENT GROUP,0B274,,,,000621
NEC AMERICA INC,0B3A1,,,,003197
THE PROPHET CORPORATION DBA GOPHER SPORT,0B3N4,,,,108918
ELECTRI-CORD MFG CO INC,0B445,,,,003197
"POLYFORM U.S., LTD.",0B530,,,,108233
NEMCO ELECTRONICS CORP,0B5H1,,,,003197
"ANCO INTERNATIONAL, INC",0B6R6,,,,008179
"LYNCOLE GROUNDING SOLUTIONS, LLC",0B7C8,,,,108713
HONEYWELL INTERNATIONAL INC DIV HONEYWELL CORPORATE,0B7T5,,,,006129
ARROW PNEUMATICS INC,0B8K7,,,,111118
CUMMINS INC.,0B8S3,,,,000963
"ISSPRO, INC. DBA ISSPRO INC",0B8Y6,,,,101084
DME INC,0B9B5,,,,100078
SCHAFFNER,0B9D0,,,,003197
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,0B9R9,,,,108985
"TRACEY ROAD EQUIPMENT, INC.",0BA58,,,,000068
"GE INTELLIGENT PLATFORMS EMBEDDED SYSTEMS INC DIV ABACO SYSTEMS, INC.",0BAS8,,,,107948
"U.S. DEFENSE SERVICES, INC. DBA USDS",0BAT5,,,,004056
"ENTERASYS NETWORKS GOVERNMENT SALES, INC.",0BC68,,,,008605
"ANGELUS CORP, THE DIV THE ANGELUS CORPORATION",0BCW9,,,,104795
TEWCO INC,0BFU2,,,,111440
CARTER LIFT BAG INC DBA CARTER BAG CO,0BFW9,,,,109855
"PORTER MANUFACTURING, L.L.C. DBA PORTER MANUFACTURING CORP",0BGA6,,,,101747
MICO INC MICO WEST DIV,0BHC4,,,,000759
PRIME TECHNOLOGY LLC,0BHF9,,,,003010
"SUPREME INTEGRATED TECHNOLOGY, INC. DBA C.S. CONTROLS",0BJ09,,,,109502
IN MAR SYSTEMS INC,0BJH3,,,,102554
MEDBAR CORP. DBA HONDA HOUSE,0BJH5,,,,106264
W MACHINE WORKS INC,0BJV5,,,,008220
"SUREFIRE, LLC DBA SUREFIRE LLC",0BJZ8,,,,111545
"OPTEX SYSTEMS, INC",0BK64,,,,101346
HEWLETT-PACKARD CO CUPERTINO MFG OPN,0BKN6,,,,003220
BRAKE PARTS CO DIV OF ECHLIN INC,0BL13,,,,003306
GRAINGER DIV OF W W GRAINGER INC,0BL49,,,,000621
CENTURY SPRING MFG. CO INC,0BLF2,,,,108916
PARKER HANNIFIN CORP HYDRAULIC VALVE DIV,0BLJ7,,,,001230
AMERICAN TORCH TIP CO INC,0BMJ6,,,,006709
BING AGENCY INTERNATIONAL,0BMX7,,,,105828
STANADYNE CORPORATION DBA STANADYNE DIESEL SYSTEMS,0BND4,,,,105928
"SIEMENS GOVERNMENT TECHNOLOGIES, INC. DBA SGT DRESSER-RAND DIV SGT DRESSER-RAND",0BR59,,,,101458
"PRESCOTT AEROSPACE, INC. DBA PRESCOTT AEROSPACE INC",0BR71,,,,008823
FIGGIE INTERNATIONAL INC TAYLOR ENVIRONMENTAL INSTRUMENTS DIV,0BSZ7,,,,000453
"BARRETT FIREARMS MANUFACTURING, INC. DBA BARRETT FIREARMS MANUFACTURING INC",0BT64,,,,101332
GITS MFG CO INC,0BT82,,,,005018
ENREX CORP,0BTD4,,,,109301
EASTERN CO THE CCL SECURITY PRODUCTS,0BTF0,,,,006635
"TTI, INC. DIV GOVERNMENT SALES",0BTU6,,,,003215
"M. E. INDUSTRIES, INC.",0BUN9,,,,105940
CAPY MACHINE SHOP INC. DBA CAPY MACHINE SHOP INC,0BVP9,,,,104156
REELL PRECISION MFG CO,0BVZ8,,,,111507
MOUNTAIN TOOLS INC.,0BWY0,,,,109101
"AEROSPACE FITTINGS, INC",0BXR0,,,,002395
NIAGARA CUTTER SERVICE CENTER INC,0BY29,,,,110978
DURAMAX INC DURAMAX MARINE DIV,0BY54,,,,101792
TADRIAN ELECTRONIC INDUSTRIES INC,0BYG1,,,,002538
"PACIFIC STAR COMMUNICATIONS, INC. DBA PARVUS DIV CURTISS-WRIGHT DEFENSE SOLUTIONS",0C0C7,,,,109173
TROMPETER ELECTRONICS,0C262,,,,002683
CONCUT INC. DBA CONCUT DIAMOND PRODUCTS,0C3D9,,,,109472
TOMCO INC,0C3R0,,,,105637
KFH INDUSTRIES INC,0C551,,,,001874
WORLD MAGNETICS COMPANY LLC,0C579,,,,100463
SANYO ENERGY CORP BATTERY DIV,0C8Z7,,,,102417
WALTHAM CLOCK CO INC PRECISION COMPONENTS DIV,0C902,,,,006799
GEOTECH ENVIRONMENTAL EQUIPMENT INC,0C974,,,,109518
PERATON INC,0C9D4,,,,103412
ATLAS COPCO,0CA08,,,,001049
"MICROWAY SYSTEMS, INC.",0CA77,,,,003332
SEI INDUSTRIES LTD,0CAE9,,,,103745
"POINT EIGHT POWER, INC",0CAT4,,,,103564
INDEPENDENT SEALING COMPANY,0CBA2,,,,105100
"GTA CONTAINERS, INC.",0CBB4,,,,107473
HAMWORTHY INC.,0CBL5,,,,103645
HOWMET GLOBAL FASTENING SYSTEMS INC DIV RAM PRODUCTS,0CBU7,,,,003137
"AIRCRAFT HINGE, INC.",0CD56,,,,106286
ICM CONTROLS CORP. DBA ICM DIV INTERNATIONAL CONTROLS AND MEASUREMENTS CORP,0CE00,,,,104822
SPRING MFG CORP,0CF72,,,,100940
NMC INC DBA NORTHSIDE MACHINE CO,0CF78,,,,000897
WICHITECH INDUSTRIES INC,0CGG7,,,,109593
BOMBARDIER INC,0CHW9,,,,100563
HAMILTON COMPUTER SERVICES INC DBA COMTRAD CABLE,0CJU4,,,,100362
HESSTON CORP WOODS DIV,0CJY4,,,,109455
"FIBER INSTRUMENT SALES, INC.",0CKD9,,,,001270
R & B PLASTICS INC,0CR15,,,,103426
ALL SEASONS INC,0CRF6,,,,102555
"POWER ENGINEERING AND MANUFACTURING, LTD. DBA POWER ENGINEERING & MANUFACTURING LTD",0CU54,,,,108910
"LKD AEROSPACE, LLC DBA LKD AEROSPACE",0CUF4,,,,102360
PIVOT POINT INC,0CUJ4,,,,100362
COLORADO ELEVATOR SERVICE INC.,0CUY9,,,,102872
MANUFACTURING TOOL & SUPPLY INC DBA MTS PRECISION TOOL REPAIR & CERTIFICATION LABORATORY,0CW74,,,,103561
C R P INDUSTRIES INC.,0CWZ5,,,,000917
PRESTONE PRODUCTS CORPORATION,0CXZ7,,,,104465
COMAIR ROTRON INC,0CY92,,,,006900
MALLORY INDUSTRIAL AND TOOL SUPPLY CO INC OF OREGON,0CYH9,,,,003197
"PROTECTION TECHNOLOGIES, INC.",0CZ62,,,,006935
"COOPER INTERCONNECT, INC. DIV INTERCONNECT",0D0V6,,,,007205
NMB TECHNOLOGIES CORPORATION DIV ADVANCED ELECTRONICS ENGINEERING,0D1M6,,,,003297
SAUER-SUNDSTRAND A JOINT VENTURE,0D2A5,,,,000463
"MICROWAVE COMMUNICATIONS LABORATORIES, INC.",0D2L5,,,,008628
HITACHI ENERGY USA INC,0D3T2,,,,109141
AXICOM SYSTEMS INC,0D550,,,,003197
CHAND LLC,0D5X4,,,,008622
VACHON INDUSTRIES INC DBA KASCO ABRASIVE DIV DIV KASCO ABRASIVES,0D5Z8,,,,103582
CARP INDUSTRIES CORP DBA CARP COASTAL MARINE & RV,0D9X5,,,,008741
CYTEC ENGINEERED MATERIALS INC. DIV CORPORATE HEADQUARTERS,0DD72,,,,107932
"MILITARY SYSTEMS GROUP, INC.",0DDW5,,,,008056
BUFFALO MACHINE TOOLS OF NIAGARA INC DIV BUFFALO MACHINES INC,0DER9,,,,105182
AMERICAN METALS COMPANY,0DGG4,,,,007359
TRIAD CORP,0DHF3,,,,003197
"GULF COAST HOLDINGS, INC DBA UNIDYNAMICS",0DHG4,,,,007230
PULSAFEEDER INC A UNIT OF IDEX DIV A UNIT OF IDEX  INC,0DJ28,,,,006227
SILVAN INDUSTRIES,0DL01,,,,105471
MULTICORE INC,0DMK4,,,,003197
"ATLANTIC RUBBER COMPANY, INC.",0DND6,,,,103619
AMETEK SCP INC,0DNZ3,,,,108873
"PETROLAB, L.L.C.",0DRR8,,,,107141
DELTEC CO,0DRX0,,,,105861
SYNCO CHEMICAL CORP,0DSZ6,,,,000621
EATON CORPORATION DBA EATON INOAC,0DT23,,,,102797
ELLIS PROPELLER CO INC,0DUX4,,,,100078
WALHONDE TOOLS INCORPORATED DBA WALHONDE TOOLS,0DVK0,,,,111096
"AERO CHIP, INC.",0DWU0,,,,112077
AMPHENOL CORP,0DX32,,,,003197
SABB-AMERICA EAST INC,0DY62,,,,104534
"MINNESOTA ELECTRIC TECHNOLOGY, INC.",0DZP0,,,,107422
CATHOLIC INFORMATION SOCIETY,0E286,,,,100521
ADT SECURITY SYSTEMS INC,0E2H6,,,,100521
CONTROL CABLES INC,0E2U9,,,,105664
"FLAMBEAU, INC",0E3E3,,,,004123
SCHUTTE & KOERTING ACQUISITION COMPANY DIV SCHUTTE & KOERTING ACQUITISION COMPANY,0E3N0,,,,008121
MARITIME APPLIED PHYSICS CORPORATION DBA BLACKSEA TECHNOLOGIES,0E3P8,,,,108940
CORRPRO COMPANIES INC,0E3U3,,,,110806
"AVIATION TECHNOLOGY, INC.",0E3Y1,,,,100078
HARGER INC DBA HARGER LIGHTNING PROTECTION INC,0E4Y4,,,,001042
NIPPONDENSO OF LOS ANGELES INC,0E5W9,,,,000324
DIXIE ELECTRIC LTD,0E6Y2,,,,108877
BRON TAPES OF COLORADO INC.,0E7C4,,,,109785
EMKA-INCORPORATED,0E8J0,,,,104668
MASTERGEAR CORP,0E9F7,,,,105778
DAVID BROWN HYDRAULICS INC DBA HYDRECO,0E9N0,,,,102708
SHEEPSCOT MACHINE WORKS,0EBA9,,,,100078
ANDON ELECTRONICS CORPORATION DBA ANDON ELECTRONICS CORP,0EBT2,,,,003197
PRESTOLITE ELECTRIC INC DEFENSE PRODUCTS DIV,0EDY1,,,,008202
HELICAL WIRE INC,0EE83,,,,111999
"ROCKWELL COLLINS, INC.",0EFD0,,,,008328
"CONNECTEC COMPANY, INC. DBA CONNECTEC CO INC",0EFR2,,,,100831
DP MANUFACTURING INC.,0EJ14,,,,101332
FALCON ABRASIVE MANUFACTURING INC,0ELH9,,,,103987
IEC/BAYLOR,0EN99,,,,005907
REMTEC INTERNATIONAL,0ETK4,,,,106340
RDI ELECTRONICS INC,0EUJ0,,,,003197
SAFETY SYSTEMS CORPORATION,0EUP8,,,,104138
"TIM TUSING ENTERPRISES, INC.",0EV39,,,,101232
MAGNETIKA EAST LIMITED PARTNERSHIP,0EVN3,,,,008500
PROCONEX INC,0EW18,,,,103193
RINEER HYDRAULICS INC,0EW41,,,,101007
"PLASTIC REINFORCEMENTS, INC DBA ADVANCED CUSTOM MANUFACTURING",0EWF2,,,,109146
MARINCO COMPUTER PRODUCTS,0EWP3,,,,003197
"AQUA-CHEM, INC. DBA AQUA-CHEM INC",0EXU3,,,,102317
MEISSNER FILTRATION PRODUCTS INC DIV OF MEISSNER MFG CO INC,0EY68,,,,106719
"DEFENSE MARITIME SOLUTIONS, INC.",0EYA6,,,,007099
CURTIS INDUSTRIES INC,0EYU5,,,,003197
"TRITEX, CORP.",0EZB9,,,,103022
ORBITAL PARTS INC,0EZH6,,,,100521
"L&C PROTEC, INC. DBA COCOON",0F052,,,,100078
DIHARD CO,0F1U4,,,,008541
BRIGGS AND STRATTON,0F2F7,,,,001286
"HYDRAULIC AND PNEUMATIC SYSTEMS, INC.",0F434,,,,103374
AEROVAC LLC,0F451,,,,112382
FORTUNE CHEMICAL COMPANY INC. DBA PANTHEON CHEMICAL,0F5L5,,,,104735
CPI SATCOM & ANTENNA TECHNOLOGIES INC.,0F6V7,,,,106109
"K S ELECTRONICS, L.L.C. DBA K S ELECTRONICS LLC",0F961,,,,107457
"MOLDEX-METRIC, INC. DBA MOLDEX METRIC INC",0FA00,,,,108702
INTERSTATE BATTERY SYSTEM OF AMERICA,0FA13,,,,103058
NEW ERA CONTRACT SALES INC,0FA68,,,,101332
FUCHS LUBRICANTS CO.,0FB35,,,,112078
"ELLSWORTH CORP DIV ELLSWORTH ADHESIVES SPECIALTY CHEMICAL DISTRIBUTION, INC",0FBV8,,,,104897
KEYSTONE INTL INC,0FCV0,,,,101400
"FEDCO ELECTRONICS, INC",0FCZ6,,,,103859
RADIALL USA INC DBA RADIALL USA INC,0FDA5,,,,111915
ALLIED SYSTEMS CO ALLIED MARINE CRANE DIV,0FEV4,,,,008389
MAN B&W DIESEL INC,0FF23,,,,008717
"PRAXAIR SURFACE TECHNOLOGIES, INC. DBA PRAXAIR",0FGH2,,,,113071
THE MODERN AUTO RECYCLING TECHNIQUES CORPORATION DBA MART THE,0FGT5,,,,105960
STERLING HYDRAULICS INC,0FHH8,,,,001230
"ZENITEL USA, INC. DBA ZENITEL USA INC",0FJP1,,,,110609
VIZIFLEX SEELS INC,0FKE3,,,,100611
"ALEMITE, LLC DBA SKF USA INC.",0FKM1,,,,000454
NIDEC AVTRON AUTOMATION CORPORATION DBA AVTRON INDUSTRIAL AUTOMATION DIV NIDEC AVTRON AUTOMATION CORP,0FMV7,,,,102375
TRIAD ELECTRONICS INC,0FN29,,,,003197
PPM CRANES INC,0FNE7,,,,003072
L-3 COMMUNICATIONS WESTWOOD CORPORATION DBA MC II ELECTRIC DIVISION DIV L3 WESTWOOD CORPORATION,0FNW8,,,,100078
"TREND TOOL, INC. DBA TREND TOOL INC",0FNZ2,,,,104760
INTERNATIONAL LUBRICATION & FUEL CONSULTANTS INC,0FR20,,,,109537
MSC INDUSTRIAL SUPPLY CO,0FR58,,,,001138
STANCOR INC,0FRE0,,,,002538
"AMETEK AMERON, LLC DIV AMETEK AEROSPACE & DEFENSE, INC.",0FRR4,,,,109770
RAM-PAC INTERNATIONAL INC.,0FSB1,,,,003725
"DYNACON, INC. DIV FORUM US, INC.",0FSD0,,,,008809
SMITH FIBERGLASS PRODUCTS INC,0FSN9,,,,004029
"BISCO INDUSTRIES, INC. DIV BISCO INDUSTRIES",0FSS5,,,,003383
ABDO ENGINEERING,0FST9,,,,103202
CORROSION PROTECTION & SOLUTIONS LLC DBA CORROSION PROTECTION & SOLUTIONS,0FT11,,,,104977
WARNCO ASSOCIATES,0FTR1,,,,002670
KEITH HUBER CORP,0FUC5,,,,107140
AEROPRODUCTS INC.,0FUC8,,,,104041
PORT SUPPLY DIVISION OF WEST MARINE PRODUCTS,0FVF7,,,,109810
FALES N M INC,0FW38,,,,002960
MARATHON INDUSTRIES INC,0FWX8,,,,111291
"SEA BOX, INC.",0FXA9,,,,106576
LISTER CHAIN & FORGE INC,0FXJ9,,,,109290
M AND I SUPPLY CORP INC,0FXX5,,,,104283
AEROSPACE SPECIALTIES INC,0FY58,,,,008332
"METHODS AND MACHINING SERVICES COMPANY, INC.",0FYD8,,,,100670
RAMROD INDUSTRIES LLC,0FYL8,,,,102257
ACCURATE SCREW MACHINE CO,0FYV4,,,,006537
SPORT SUPPLY GROUP INC,0FZP5,,,,110974
"HAPCO, INC",0G1Z0,,,,100827
CONTROLAIR INC,0G2V6,,,,105374
TRYGG INC,0G3A3,,,,111391
SPARTECH LLC DBA POLYCAST,0G7B2,,,,001330
GRAINGER DIV OF W W GRAINGER INC,0G8T2,,,,000621
